packet_num,src_mac,dst_mac,seq_num,timestamp
46560,e6:9d:fc:ce:da:ef,02:00:00:00:00:00,267,2024-09-16 10:38:17.702627
46568,e6:9d:fc:ce:da:ef,02:00:00:00:00:00,268,2024-09-16 10:38:17.712852
46576,e6:9d:fc:ce:da:ef,02:00:00:00:00:00,269,2024-09-16 10:38:17.723073
46584,e6:9d:fc:ce:da:ef,02:00:00:00:00:00,270,2024-09-16 10:38:17.733287
46592,e6:9d:fc:ce:da:ef,02:00:00:00:00:00,271,2024-09-16 10:38:17.743516
46600,e6:9d:fc:ce:da:ef,02:00:00:00:00:00,272,2024-09-16 10:38:17.753600
46609,e6:9d:fc:ce:da:ef,02:00:00:00:00:00,273,2024-09-16 10:38:17.763833
46617,e6:9d:fc:ce:da:ef,02:00:00:00:00:00,274,2024-09-16 10:38:17.773950
46625,e6:9d:fc:ce:da:ef,02:00:00:00:00:00,275,2024-09-16 10:38:17.784174
46633,e6:9d:fc:ce:da:ef,02:00:00:00:00:00,276,2024-09-16 10:38:17.794398
